strategy,row_id,stage,purpose,correctness_score,generalizability_score,explainability_score,fail_reasons
hierarchical,100a3848527bbcf1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,100a3848527bbcf1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,16cafaa8bd6cb4c7,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,16cafaa8bd6cb4c7,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,1d6f3de1dc69721c,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,1d6f3de1dc69721c,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,2b0066345c5861a3,architect,solver_baseline_selection,0.0,0.1,0.03,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'llm_unavailable', 'literal_case_in_prompt']"
hierarchical,2b0066345c5861a3,input_writer,inputs_selection,0.0,0.1,0.03,"['inputs_mismatch', 'warn_signal', 'llm_unavailable', 'literal_case_in_prompt']"
hierarchical,2cffa38307036698,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,2cffa38307036698,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,33406d89e7d13ec8,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,33406d89e7d13ec8,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,35a4886cbb0b6d7a,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,35a4886cbb0b6d7a,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,36ee01b9e53ba413,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,36ee01b9e53ba413,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,39df8cb2bf580e53,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,39df8cb2bf580e53,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,3fefb88b407d4111,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,3fefb88b407d4111,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,40a94c16e74baa8b,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,40a94c16e74baa8b,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,436a11512a1422de,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,436a11512a1422de,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,451e42f7895b87e8,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,451e42f7895b87e8,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,499f1b2839a700fd,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,499f1b2839a700fd,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4a28e05d7ad8dddc,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4a28e05d7ad8dddc,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4c2e15c7a2b1807e,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4c2e15c7a2b1807e,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4e49a70f9aa43608,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,4e49a70f9aa43608,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,50fc59087cc65e41,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,50fc59087cc65e41,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5502d952a197e044,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5502d952a197e044,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,55d65853b3dc5807,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,55d65853b3dc5807,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,56c7b5f8607b9e2b,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,56c7b5f8607b9e2b,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,57a35b822fb3fb63,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,57a35b822fb3fb63,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,58ac9ebd5dbe5287,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,58ac9ebd5dbe5287,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5a5b55bd50b2195b,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5a5b55bd50b2195b,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5b7211868a6fc7bd,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5b7211868a6fc7bd,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5bd21f3859c1c7ea,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5bd21f3859c1c7ea,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5d36bcbbb3955583,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5d36bcbbb3955583,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5d6d8a3e782072e0,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5d6d8a3e782072e0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5dec9fb84c6b48e4,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5dec9fb84c6b48e4,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5df5fbeb43411485,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,5df5fbeb43411485,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6037371246cbeaf9,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6037371246cbeaf9,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,61440a7571417cab,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,61440a7571417cab,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,625ddcabb2d84b45,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,625ddcabb2d84b45,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,650ab438a4e15aa5,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,650ab438a4e15aa5,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,661578fbae6c6c98,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,661578fbae6c6c98,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6679b106b67a72c7,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6679b106b67a72c7,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,67827a0a12f2782e,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,67827a0a12f2782e,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,67d45fafd496e5e1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,67d45fafd496e5e1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,683f741d537d6446,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,683f741d537d6446,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6861a4cd9e823196,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6861a4cd9e823196,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6d64255a9f75b7f0,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,6d64255a9f75b7f0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7072c3dac4e98d2c,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7072c3dac4e98d2c,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,75d5217a630e2f08,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,75d5217a630e2f08,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79451bce1b25f5b5,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79451bce1b25f5b5,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79c27203548041a9,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79c27203548041a9,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79e1a7439abda7e0,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,79e1a7439abda7e0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7c133fd9955e3326,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7c133fd9955e3326,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7c2dbb058ae9dd01,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7c2dbb058ae9dd01,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7d00c442b7e16ab1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,7d00c442b7e16ab1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,83e8394891c2b4f5,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,83e8394891c2b4f5,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,83fe4a2b485cd186,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,83fe4a2b485cd186,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,882f54a5e0b15e95,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,882f54a5e0b15e95,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8910adb5f9352180,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8910adb5f9352180,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,89daffe9760ad84b,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,89daffe9760ad84b,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8c07fcdb62c834d2,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8c07fcdb62c834d2,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8db27d1f4b0ecf8d,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8db27d1f4b0ecf8d,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8f2c280dffb509c9,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8f2c280dffb509c9,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8f7ccf0243473c24,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,8f7ccf0243473c24,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,900b3f88f35b2073,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,900b3f88f35b2073,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,91d955c98dbaf8ec,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,91d955c98dbaf8ec,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,94772f74c97b17a1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,94772f74c97b17a1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9634472d23ee150d,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9634472d23ee150d,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,975e73596660e2e4,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,975e73596660e2e4,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,986363e97e04cf16,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,986363e97e04cf16,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9a6fdfe94d4a0de8,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9a6fdfe94d4a0de8,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9aa20744dbed59f7,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,9aa20744dbed59f7,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,a4e50e087b4b88d1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,a4e50e087b4b88d1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b4a636f4cce992b8,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b4a636f4cce992b8,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b8c23290959781cc,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b8c23290959781cc,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b9e263561623ce24,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,b9e263561623ce24,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,bd834f7aa9fce2f1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,bd834f7aa9fce2f1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,beabac2255eb1381,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,beabac2255eb1381,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,beabac2255eb1381,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,c22b5166bc752ddc,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,c22b5166bc752ddc,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,ca121bbd8567cee1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,ca121bbd8567cee1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d4ff3983e853152c,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d4ff3983e853152c,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d59c797241bb0a3b,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d59c797241bb0a3b,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d7650878c7b9e6fb,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d7650878c7b9e6fb,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d78a69f22d771488,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,d78a69f22d771488,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,db4e657509d10746,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,db4e657509d10746,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,dea760769a6cda9c,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,dea760769a6cda9c,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
